Well,Group,Type,Sample,Wavelength [Ex],plate_ID,order_reading,Abs.x,Time [s].x,Abs.y,Time [s].y,Well_row,Well_col,Time_1,Time_2,plate_ID_int,true_conc
A01,Group 1,Standard,CAL10001,450,plate_10,1,2.7632,0,2.7379,10.68,1,A,0,10.68,1,200
A24,Group 1,Standard,CAL10002,450,plate_10,24,2.6248,0.23,2.593,32.14,24,A,0.23,32.14,1,200
C01,Group 1,Standard,CAL20001,450,plate_10,49,2.7014,1.11,2.6995,55.65,1,C,1.11,55.65,1,150
C24,Group 1,Standard,CAL20002,450,plate_10,72,2.5337,1.34,2.5289,77.11,24,C,1.34,77.11,1,150
E01,Group 1,Standard,CAL30001,450,plate_10,97,2.0725,2.22,2.0718,100.61,1,E,2.22,100.61,1,100
E24,Group 1,Standard,CAL30002,450,plate_10,120,2.0296,2.45,2.02,122.08,24,E,2.45,122.08,1,100
G01,Group 1,Standard,CAL40001,450,plate_10,145,2.0397,3.33,2.0364,145.58,1,G,3.33,145.58,1,80
G24,Group 1,Standard,CAL40002,450,plate_10,168,1.7582,3.56,1.7461,167.04,24,G,3.56,167.04,1,80
I01,Group 1,Standard,CAL50001,450,plate_10,193,1.1969,4.44,1.1899,190.54,1,I,4.44,190.54,1,40
I24,Group 1,Standard,CAL50002,450,plate_10,216,1.0319,4.67,1.0173,212.01,24,I,4.67,212.01,1,40
K01,Group 1,Standard,CAL60001,450,plate_10,241,0.5456,5.55,0.5403,235.51,1,K,5.55,235.51,1,20
K24,Group 1,Standard,CAL60002,450,plate_10,264,0.4744,5.78,0.4617,256.97,24,K,5.78,256.97,1,20
M01,Group 1,Standard,CAL70001,450,plate_10,289,0.3215,6.66,0.3161,280.48,1,M,6.66,280.48,1,10
M24,Group 1,Standard,CAL70002,450,plate_10,312,0.2777,6.89,0.2653,301.94,24,M,6.89,301.94,1,10
A01,Group 1,Standard,CAL10001,450,plate_11,1,2.8234,0,2.8156,9.48,1,A,0,9.48,2,200
A24,Group 1,Standard,CAL10002,450,plate_11,24,2.4278,0.23,2.4224,30.95,24,A,0.23,30.95,2,200
C01,Group 1,Standard,CAL20001,450,plate_11,49,2.6148,1.11,2.6149,54.45,1,C,1.11,54.45,2,150
C24,Group 1,Standard,CAL20002,450,plate_11,72,2.2068,1.34,2.1993,75.91,24,C,1.34,75.91,2,150
E01,Group 1,Standard,CAL30001,450,plate_11,97,1.9061,2.22,1.9053,99.42,1,E,2.22,99.42,2,100
E24,Group 1,Standard,CAL30002,450,plate_11,120,1.4475,2.45,1.4407,120.88,24,E,2.45,120.88,2,100
G01,Group 1,Standard,CAL40001,450,plate_11,145,1.6779,3.33,1.679,144.38,1,G,3.33,144.38,2,80
G24,Group 1,Standard,CAL40002,450,plate_11,168,1.4342,3.56,1.4208,165.84,24,G,3.56,165.84,2,80
I01,Group 1,Standard,CAL50001,450,plate_11,193,0.7724,4.44,0.7695,189.35,1,I,4.44,189.35,2,40
I24,Group 1,Standard,CAL50002,450,plate_11,216,0.6684,4.67,0.6571,210.81,24,I,4.67,210.81,2,40
K01,Group 1,Standard,CAL60001,450,plate_11,241,0.3729,5.55,0.3686,234.31,1,K,5.55,234.31,2,20
K24,Group 1,Standard,CAL60002,450,plate_11,264,0.3438,5.78,0.3342,255.78,24,K,5.78,255.78,2,20
M01,Group 1,Standard,CAL70001,450,plate_11,289,0.2025,6.66,0.1986,279.28,1,M,6.66,279.28,2,10
M24,Group 1,Standard,CAL70002,450,plate_11,312,0.1807,6.89,0.1724,300.74,24,M,6.89,300.74,2,10
A01,Group 1,Standard,CAL10001,450,plate_12,1,2.7324,0,2.7378,10.68,1,A,0,10.68,3,200
A24,Group 1,Standard,CAL10002,450,plate_12,24,2.6038,0.23,2.6049,32.14,24,A,0.23,32.14,3,200
C01,Group 1,Standard,CAL20001,450,plate_12,49,2.4483,1.11,2.4556,55.65,1,C,1.11,55.65,3,150
C24,Group 1,Standard,CAL20002,450,plate_12,72,2.2192,1.34,2.2071,77.11,24,C,1.34,77.11,3,150
E01,Group 1,Standard,CAL30001,450,plate_12,97,1.4636,2.22,1.4582,100.61,1,E,2.22,100.61,3,100
E24,Group 1,Standard,CAL30002,450,plate_12,120,1.5183,2.45,1.5057,122.08,24,E,2.45,122.08,3,100
G01,Group 1,Standard,CAL40001,450,plate_12,145,1.3057,3.33,1.3031,145.58,1,G,3.33,145.58,3,80
G24,Group 1,Standard,CAL40002,450,plate_12,168,1.3026,3.56,1.2897,167.04,24,G,3.56,167.04,3,80
I01,Group 1,Standard,CAL50001,450,plate_12,193,0.7098,4.44,0.704,190.54,1,I,4.44,190.54,3,40
I24,Group 1,Standard,CAL50002,450,plate_12,216,0.6877,4.67,0.6803,212.01,24,I,4.67,212.01,3,40
K01,Group 1,Standard,CAL60001,450,plate_12,241,0.3282,5.55,0.3226,235.51,1,K,5.55,235.51,3,20
K24,Group 1,Standard,CAL60002,450,plate_12,264,0.3285,5.78,0.3187,256.97,24,K,5.78,256.97,3,20
M01,Group 1,Standard,CAL70001,450,plate_12,289,0.1749,6.66,0.1711,280.47,1,M,6.66,280.47,3,10
M24,Group 1,Standard,CAL70002,450,plate_12,312,0.1709,6.89,0.1628,301.94,24,M,6.89,301.94,3,10
A01,Group 1,Standard,CAL10001,450,plate_13,1,2.7176,0,2.7121,9.46,1,A,0,9.46,4,200
A24,Group 1,Standard,CAL10002,450,plate_13,24,2.3431,0.23,2.3427,30.92,24,A,0.23,30.92,4,200
C01,Group 1,Standard,CAL20001,450,plate_13,49,2.402,1.11,2.4087,54.42,1,C,1.11,54.42,4,150
C24,Group 1,Standard,CAL20002,450,plate_13,72,2.1015,1.34,2.0946,75.89,24,C,1.34,75.89,4,150
E01,Group 1,Standard,CAL30001,450,plate_13,97,1.6914,2.22,1.6872,99.39,1,E,2.22,99.39,4,100
E24,Group 1,Standard,CAL30002,450,plate_13,120,1.4504,2.45,1.4422,120.85,24,E,2.45,120.85,4,100
G01,Group 1,Standard,CAL40001,450,plate_13,145,1.4681,3.33,1.4621,144.36,1,G,3.33,144.36,4,80
G24,Group 1,Standard,CAL40002,450,plate_13,168,1.1914,3.56,1.1837,165.82,24,G,3.56,165.82,4,80
I01,Group 1,Standard,CAL50001,450,plate_13,193,0.6728,4.44,0.6657,189.32,1,I,4.44,189.32,4,40
I24,Group 1,Standard,CAL50002,450,plate_13,216,0.5846,4.67,0.5733,210.79,24,I,4.67,210.79,4,40
K01,Group 1,Standard,CAL60001,450,plate_13,241,0.3199,5.55,0.3149,234.29,1,K,5.55,234.29,4,20
K24,Group 1,Standard,CAL60002,450,plate_13,264,0.2794,5.78,0.2681,255.75,24,K,5.78,255.75,4,20
M01,Group 1,Standard,CAL70001,450,plate_13,289,0.1924,6.67,0.1882,279.25,1,M,6.67,279.25,4,10
M24,Group 1,Standard,CAL70002,450,plate_13,312,0.1642,6.9,0.1554,300.72,24,M,6.9,300.72,4,10
A01,Group 1,Standard,CAL10001,450,plate_14,1,2.7168,0,2.7211,10.67,1,A,0,10.67,5,200
A24,Group 1,Standard,CAL10002,450,plate_14,24,2.4382,0.23,2.4386,32.13,24,A,0.23,32.13,5,200
C01,Group 1,Standard,CAL20001,450,plate_14,49,2.2745,1.11,2.2753,55.63,1,C,1.11,55.63,5,150
C24,Group 1,Standard,CAL20002,450,plate_14,72,2.1501,1.34,2.1414,77.1,24,C,1.34,77.1,5,150
E01,Group 1,Standard,CAL30001,450,plate_14,97,1.3437,2.22,1.3375,100.6,1,E,2.22,100.6,5,100
E24,Group 1,Standard,CAL30002,450,plate_14,120,1.4905,2.45,1.4789,122.06,24,E,2.45,122.06,5,100
G01,Group 1,Standard,CAL40001,450,plate_14,145,1.2412,3.33,1.2325,145.57,1,G,3.33,145.57,5,80
G24,Group 1,Standard,CAL40002,450,plate_14,168,1.2138,3.56,1.2,167.03,24,G,3.56,167.03,5,80
I01,Group 1,Standard,CAL50001,450,plate_14,193,0.6553,4.44,0.6478,190.53,1,I,4.44,190.53,5,40
I24,Group 1,Standard,CAL50002,450,plate_14,216,0.6188,4.67,0.606,212,24,I,4.67,212,5,40
K01,Group 1,Standard,CAL60001,450,plate_14,241,0.3145,5.55,0.3086,235.5,1,K,5.55,235.5,5,20
K24,Group 1,Standard,CAL60002,450,plate_14,264,0.2866,5.78,0.2764,256.96,24,K,5.78,256.96,5,20
M01,Group 1,Standard,CAL70001,450,plate_14,289,0.1781,6.66,0.1739,280.46,1,M,6.66,280.46,5,10
M24,Group 1,Standard,CAL70002,450,plate_14,312,0.163,6.89,0.1544,301.93,24,M,6.89,301.93,5,10
A01,Group 1,Standard,CAL10001,450,plate_15,1,2.7207,0,2.7189,9.46,1,A,0,9.46,6,200
A24,Group 1,Standard,CAL10002,450,plate_15,24,2.3043,0.23,2.3015,30.92,24,A,0.23,30.92,6,200
C01,Group 1,Standard,CAL20001,450,plate_15,49,2.0346,1.11,2.0442,54.42,1,C,1.11,54.42,6,150
C24,Group 1,Standard,CAL20002,450,plate_15,72,2.2342,1.34,2.2266,75.89,24,C,1.34,75.89,6,150
E01,Group 1,Standard,CAL30001,450,plate_15,97,1.654,2.22,1.657,99.39,1,E,2.22,99.39,6,100
E24,Group 1,Standard,CAL30002,450,plate_15,120,1.3582,2.45,1.3501,120.85,24,E,2.45,120.85,6,100
G01,Group 1,Standard,CAL40001,450,plate_15,145,1.3516,3.34,1.3501,144.36,1,G,3.34,144.36,6,80
G24,Group 1,Standard,CAL40002,450,plate_15,168,1.1524,3.57,1.1471,165.82,24,G,3.57,165.82,6,80
I01,Group 1,Standard,CAL50001,450,plate_15,193,0.6654,4.45,0.6615,189.32,1,I,4.45,189.32,6,40
I24,Group 1,Standard,CAL50002,450,plate_15,216,0.5852,4.68,0.5793,210.79,24,I,4.68,210.79,6,40
K01,Group 1,Standard,CAL60001,450,plate_15,241,0.3051,5.56,0.302,234.29,1,K,5.56,234.29,6,20
K24,Group 1,Standard,CAL60002,450,plate_15,264,0.2717,5.79,0.2648,255.75,24,K,5.79,255.75,6,20
M01,Group 1,Standard,CAL70001,450,plate_15,289,0.1692,6.67,0.1668,279.25,1,M,6.67,279.25,6,10
M24,Group 1,Standard,CAL70002,450,plate_15,312,0.1419,6.9,0.1353,300.72,24,M,6.9,300.72,6,10
A01,Group 1,Standard,CAL10001,450,plate_16,1,2.7931,0,2.785,10.69,1,A,0,10.69,7,200
A24,Group 1,Standard,CAL10002,450,plate_16,24,2.4478,0.23,2.4442,32.15,24,A,0.23,32.15,7,200
C01,Group 1,Standard,CAL20001,450,plate_16,49,2.4546,1.11,2.4584,55.65,1,C,1.11,55.65,7,150
C24,Group 1,Standard,CAL20002,450,plate_16,72,2.1987,1.34,2.1936,77.12,24,C,1.34,77.12,7,150
E01,Group 1,Standard,CAL30001,450,plate_16,97,1.7993,2.22,1.7948,100.62,1,E,2.22,100.62,7,100
E24,Group 1,Standard,CAL30002,450,plate_16,120,1.4509,2.45,1.4399,122.08,24,E,2.45,122.08,7,100
G01,Group 1,Standard,CAL40001,450,plate_16,145,1.3113,3.33,1.3058,145.59,1,G,3.33,145.59,7,80
G24,Group 1,Standard,CAL40002,450,plate_16,168,1.5081,3.56,1.4885,167.05,24,G,3.56,167.05,7,80
I01,Group 1,Standard,CAL50001,450,plate_16,193,0.6662,4.44,0.6581,190.55,1,I,4.44,190.55,7,40
I24,Group 1,Standard,CAL50002,450,plate_16,216,0.8062,4.67,0.7893,212.02,24,I,4.67,212.02,7,40
K01,Group 1,Standard,CAL60001,450,plate_16,241,0.3298,5.55,0.324,235.52,1,K,5.55,235.52,7,20
K24,Group 1,Standard,CAL60002,450,plate_16,264,0.3368,5.78,0.3214,256.98,24,K,5.78,256.98,7,20
M01,Group 1,Standard,CAL70001,450,plate_16,289,0.18,6.66,0.176,280.48,1,M,6.66,280.48,7,10
M24,Group 1,Standard,CAL70002,450,plate_16,312,0.19,6.89,0.1753,301.95,24,M,6.89,301.95,7,10
A01,Group 1,Standard,CAL10001,450,plate_17,1,2.7732,0,2.7665,9.46,1,A,0,9.46,8,200
A24,Group 1,Standard,CAL10002,450,plate_17,24,2.3806,0.23,2.3746,30.92,24,A,0.23,30.92,8,200
C01,Group 1,Standard,CAL20001,450,plate_17,49,2.3156,1.11,2.321,54.43,1,C,1.11,54.43,8,150
C24,Group 1,Standard,CAL20002,450,plate_17,72,1.7109,1.34,1.6999,75.89,24,C,1.34,75.89,8,150
E01,Group 1,Standard,CAL30001,450,plate_17,97,1.6386,2.22,1.6385,99.39,1,E,2.22,99.39,8,100
E24,Group 1,Standard,CAL30002,450,plate_17,120,1.1823,2.45,1.1794,120.86,24,E,2.45,120.86,8,100
G01,Group 1,Standard,CAL40001,450,plate_17,145,1.2986,3.33,1.2928,144.36,1,G,3.33,144.36,8,80
G24,Group 1,Standard,CAL40002,450,plate_17,168,1.1639,3.56,1.1581,165.82,24,G,3.56,165.82,8,80
I01,Group 1,Standard,CAL50001,450,plate_17,193,0.7312,4.45,0.7242,189.33,1,I,4.45,189.33,8,40
I24,Group 1,Standard,CAL50002,450,plate_17,216,0.633,4.68,0.6242,210.79,24,I,4.68,210.79,8,40
K01,Group 1,Standard,CAL60001,450,plate_17,241,0.3257,5.56,0.3206,234.29,1,K,5.56,234.29,8,20
K24,Group 1,Standard,CAL60002,450,plate_17,264,0.2479,5.79,0.2394,255.75,24,K,5.79,255.75,8,20
M01,Group 1,Standard,CAL70001,450,plate_17,289,0.1827,6.67,0.1788,279.26,1,M,6.67,279.26,8,10
M24,Group 1,Standard,CAL70002,450,plate_17,312,0.1577,6.9,0.1495,300.72,24,M,6.9,300.72,8,10
A01,Group 1,Standard,CAL10001,450,plate_18,1,2.7443,0,2.7456,10.67,1,A,0,10.67,9,200
A24,Group 1,Standard,CAL10002,450,plate_18,24,2.4193,0.23,2.4169,32.13,24,A,0.23,32.13,9,200
C01,Group 1,Standard,CAL20001,450,plate_18,49,2.3891,1.11,2.388,55.63,1,C,1.11,55.63,9,150
C24,Group 1,Standard,CAL20002,450,plate_18,72,2.1398,1.34,2.1332,77.1,24,C,1.34,77.1,9,150
E01,Group 1,Standard,CAL30001,450,plate_18,97,1.6759,2.22,1.6709,100.6,1,E,2.22,100.6,9,100
E24,Group 1,Standard,CAL30002,450,plate_18,120,1.3779,2.45,1.3697,122.06,24,E,2.45,122.06,9,100
G01,Group 1,Standard,CAL40001,450,plate_18,145,1.3582,3.33,1.3517,145.57,1,G,3.33,145.57,9,80
G24,Group 1,Standard,CAL40002,450,plate_18,168,1.2932,3.56,1.2789,167.03,24,G,3.56,167.03,9,80
I01,Group 1,Standard,CAL50001,450,plate_18,193,0.6595,4.44,0.6513,190.53,1,I,4.44,190.53,9,40
I24,Group 1,Standard,CAL50002,450,plate_18,216,0.6441,4.67,0.6288,212,24,I,4.67,212,9,40
K01,Group 1,Standard,CAL60001,450,plate_18,241,0.3249,5.55,0.3196,235.5,1,K,5.55,235.5,9,20
K24,Group 1,Standard,CAL60002,450,plate_18,264,0.3243,5.78,0.3059,256.96,24,K,5.78,256.96,9,20
M01,Group 1,Standard,CAL70001,450,plate_18,289,0.2435,6.66,0.2377,280.46,1,M,6.66,280.46,9,10
M24,Group 1,Standard,CAL70002,450,plate_18,312,0.1912,6.89,0.1739,301.93,24,M,6.89,301.93,9,10
A01,Group 1,Standard,CAL10001,450,plate_19,1,2.7288,0,2.733,9.47,1,A,0,9.47,10,200
A24,Group 1,Standard,CAL10002,450,plate_19,24,2.2885,0.23,2.2882,30.93,24,A,0.23,30.93,10,200
C01,Group 1,Standard,CAL20001,450,plate_19,49,2.3942,1.11,2.4004,54.43,1,C,1.11,54.43,10,150
C24,Group 1,Standard,CAL20002,450,plate_19,72,2.0806,1.34,2.0696,75.9,24,C,1.34,75.9,10,150
E01,Group 1,Standard,CAL30001,450,plate_19,97,1.6943,2.22,1.689,99.4,1,E,2.22,99.4,10,100
E24,Group 1,Standard,CAL30002,450,plate_19,120,1.2822,2.45,1.2711,120.86,24,E,2.45,120.86,10,100
G01,Group 1,Standard,CAL40001,450,plate_19,145,1.5118,3.33,1.5108,144.36,1,G,3.33,144.36,10,80
G24,Group 1,Standard,CAL40002,450,plate_19,168,1.1252,3.56,1.1142,165.83,24,G,3.56,165.83,10,80
I01,Group 1,Standard,CAL50001,450,plate_19,193,0.7378,4.44,0.731,189.33,1,I,4.44,189.33,10,40
I24,Group 1,Standard,CAL50002,450,plate_19,216,0.6188,4.67,0.612,210.79,24,I,4.67,210.79,10,40
K01,Group 1,Standard,CAL60001,450,plate_19,241,0.3137,5.55,0.3087,234.3,1,K,5.55,234.3,10,20
K24,Group 1,Standard,CAL60002,450,plate_19,264,0.161,5.78,0.15,255.76,24,K,5.78,255.76,10,20
M01,Group 1,Standard,CAL70001,450,plate_19,289,0.1875,6.66,0.183,279.26,1,M,6.66,279.26,10,10
M24,Group 1,Standard,CAL70002,450,plate_19,312,0.1446,6.89,0.1379,300.73,24,M,6.89,300.73,10,10
A01,Group 1,Standard,CAL10001,450,plate_2,1,1.5012,0,1.5091,10.72,1,A,0,10.72,11,200
A24,Group 1,Standard,CAL10002,450,plate_2,24,2.4783,0.23,2.4827,32.19,24,A,0.23,32.19,11,200
C01,Group 1,Standard,CAL20001,450,plate_2,49,1.9971,1.11,1.9966,55.69,1,C,1.11,55.69,11,150
C24,Group 1,Standard,CAL20002,450,plate_2,72,1.9841,1.34,1.9915,77.15,24,C,1.34,77.15,11,150
E01,Group 1,Standard,CAL30001,450,plate_2,97,1.3802,2.22,1.3772,100.65,1,E,2.22,100.65,11,100
E24,Group 1,Standard,CAL30002,450,plate_2,120,1.4514,2.45,1.4593,122.12,24,E,2.45,122.12,11,100
G01,Group 1,Standard,CAL40001,450,plate_2,145,1.1046,3.33,1.1063,145.62,1,G,3.33,145.62,11,80
G24,Group 1,Standard,CAL40002,450,plate_2,168,1.1172,3.56,1.1195,167.08,24,G,3.56,167.08,11,80
I01,Group 1,Standard,CAL50001,450,plate_2,193,0.502,4.44,0.5019,190.59,1,I,4.44,190.59,11,40
I24,Group 1,Standard,CAL50002,450,plate_2,216,0.596,4.67,0.5945,212.05,24,I,4.67,212.05,11,40
K01,Group 1,Standard,CAL60001,450,plate_2,241,0.2621,5.55,0.2615,235.55,1,K,5.55,235.55,11,20
K24,Group 1,Standard,CAL60002,450,plate_2,264,0.2969,5.78,0.2898,257.02,24,K,5.78,257.02,11,20
M01,Group 1,Standard,CAL70001,450,plate_2,289,0.188,6.66,0.1849,280.52,1,M,6.66,280.52,11,10
M24,Group 1,Standard,CAL70002,450,plate_2,312,0.1961,6.89,0.1859,301.98,24,M,6.89,301.98,11,10
A01,Group 1,Standard,CAL10001,450,plate_20,1,2.7498,0,2.7407,9.49,1,A,0,9.49,12,200
A24,Group 1,Standard,CAL10002,450,plate_20,24,2.1683,0.23,2.1718,30.95,24,A,0.23,30.95,12,200
C01,Group 1,Standard,CAL20001,450,plate_20,49,2.412,1.11,2.4207,54.45,1,C,1.11,54.45,12,150
C24,Group 1,Standard,CAL20002,450,plate_20,72,1.4341,1.34,1.4287,75.92,24,C,1.34,75.92,12,150
E01,Group 1,Standard,CAL30001,450,plate_20,97,1.6812,2.22,1.6836,99.42,1,E,2.22,99.42,12,100
E24,Group 1,Standard,CAL30002,450,plate_20,120,1.3453,2.45,1.3354,120.88,24,E,2.45,120.88,12,100
G01,Group 1,Standard,CAL40001,450,plate_20,145,1.5212,3.33,1.5209,144.39,1,G,3.33,144.39,12,80
G24,Group 1,Standard,CAL40002,450,plate_20,168,1.1946,3.56,1.1845,165.85,24,G,3.56,165.85,12,80
I01,Group 1,Standard,CAL50001,450,plate_20,193,0.7003,4.44,0.6961,189.35,1,I,4.44,189.35,12,40
I24,Group 1,Standard,CAL50002,450,plate_20,216,0.6203,4.67,0.6107,210.81,24,I,4.67,210.81,12,40
K01,Group 1,Standard,CAL60001,450,plate_20,241,0.3296,5.55,0.3259,234.32,1,K,5.55,234.32,12,20
K24,Group 1,Standard,CAL60002,450,plate_20,264,0.2801,5.78,0.2732,255.78,24,K,5.78,255.78,12,20
M01,Group 1,Standard,CAL70001,450,plate_20,289,0.1889,6.66,0.1864,279.28,1,M,6.66,279.28,12,10
M24,Group 1,Standard,CAL70002,450,plate_20,312,0.1611,6.89,0.155,300.75,24,M,6.89,300.75,12,10
A01,Group 1,Standard,CAL10001,450,plate_21,1,2.6921,0,2.6912,10.68,1,A,0,10.68,13,200
A24,Group 1,Standard,CAL10002,450,plate_21,24,2.5092,0.23,2.507,32.15,24,A,0.23,32.15,13,200
C01,Group 1,Standard,CAL20001,450,plate_21,49,2.4679,1.11,2.4728,55.65,1,C,1.11,55.65,13,150
C24,Group 1,Standard,CAL20002,450,plate_21,72,2.132,1.34,2.1259,77.11,24,C,1.34,77.11,13,150
E01,Group 1,Standard,CAL30001,450,plate_21,97,1.922,2.22,1.9173,100.62,1,E,2.22,100.62,13,100
E24,Group 1,Standard,CAL30002,450,plate_21,120,1.5333,2.45,1.5252,122.08,24,E,2.45,122.08,13,100
G01,Group 1,Standard,CAL40001,450,plate_21,145,1.5318,3.33,1.5248,145.58,1,G,3.33,145.58,13,80
G24,Group 1,Standard,CAL40002,450,plate_21,168,1.1333,3.56,1.1233,167.05,24,G,3.56,167.05,13,80
I01,Group 1,Standard,CAL50001,450,plate_21,193,0.6933,4.44,0.6868,190.55,1,I,4.44,190.55,13,40
I24,Group 1,Standard,CAL50002,450,plate_21,216,0.6443,4.67,0.6313,212.01,24,I,4.67,212.01,13,40
K01,Group 1,Standard,CAL60001,450,plate_21,241,0.3421,5.55,0.3366,235.51,1,K,5.55,235.51,13,20
K24,Group 1,Standard,CAL60002,450,plate_21,264,0.3203,5.79,0.3099,256.98,24,K,5.79,256.98,13,20
M01,Group 1,Standard,CAL70001,450,plate_21,289,0.1633,6.67,0.1598,280.48,1,M,6.67,280.48,13,10
M24,Group 1,Standard,CAL70002,450,plate_21,312,0.1786,6.9,0.169,301.94,24,M,6.9,301.94,13,10
A01,Group 1,Standard,CAL10001,450,plate_22,1,2.617,0,2.6194,9.49,1,A,0,9.49,14,200
A24,Group 1,Standard,CAL10002,450,plate_22,24,2.1004,0.23,2.0931,30.95,24,A,0.23,30.95,14,200
C01,Group 1,Standard,CAL20001,450,plate_22,49,2.3834,1.11,2.3958,54.45,1,C,1.11,54.45,14,150
C24,Group 1,Standard,CAL20002,450,plate_22,72,1.8792,1.34,1.8663,75.92,24,C,1.34,75.92,14,150
E01,Group 1,Standard,CAL30001,450,plate_22,97,1.7897,2.22,1.7906,99.42,1,E,2.22,99.42,14,100
E24,Group 1,Standard,CAL30002,450,plate_22,120,1.3919,2.45,1.3856,120.88,24,E,2.45,120.88,14,100
G01,Group 1,Standard,CAL40001,450,plate_22,145,1.4851,3.33,1.4788,144.39,1,G,3.33,144.39,14,80
G24,Group 1,Standard,CAL40002,450,plate_22,168,1.1383,3.56,1.1304,165.85,24,G,3.56,165.85,14,80
I01,Group 1,Standard,CAL50001,450,plate_22,193,0.5624,4.44,0.5571,189.35,1,I,4.44,189.35,14,40
I24,Group 1,Standard,CAL50002,450,plate_22,216,0.6027,4.67,0.5926,210.81,24,I,4.67,210.81,14,40
K01,Group 1,Standard,CAL60001,450,plate_22,241,0.3231,5.55,0.3197,234.32,1,K,5.55,234.32,14,20
K24,Group 1,Standard,CAL60002,450,plate_22,264,0.2993,5.78,0.2904,255.78,24,K,5.78,255.78,14,20
